"Plot"	"Record"	"Species"
29639	1	"Tyrannulus_elatus"
29639	1	"Elaenia_flavogaster"
29639	1	"Elaenia_chiriquensis"
29639	1	"Elaenia_ruficeps"
29639	1	"Elaenia_cristata"
29639	1	"Phaeomyias_murina"
29639	1	"Capsiempis_flaveola"
29639	1	"Phyllomyias_griseiceps"
29639	1	"Zimmerius_gracilipes"
29639	1	"Inezia_caudata"
29639	1	"Euscarthmus_meloryphus"
29639	1	"Ornithion_inerme"
29639	1	"Camptostoma_obsoletum"
29639	1	"Piprites_chloris"
29639	1	"Corythopis_torquatus"
29639	1	"Mionectes_macconnelli"
29639	1	"Mionectes_oleagineus"
29639	1	"Leptopogon_amaurocephalus"
29639	1	"Tolmomyias_sulphurescens"
29639	1	"Tolmomyias_flaviventris"
29639	1	"Tolmomyias_assimilis"
29639	1	"Tolmomyias_poliocephalus"
29639	1	"Rhynchocyclus_olivaceus"
29639	1	"Poecilotriccus_sylvia"
29639	1	"Todirostrum_cinereum"
29639	1	"Todirostrum_pictum"
29639	1	"Myiornis_ecaudatus"
29639	1	"Lophotriccus_galeatus"
29639	1	"Atalotriccus_pilaris"
29639	1	"Platyrinchus_saturatus"
29639	1	"Platyrinchus_mystaceus"
29639	1	"Platyrinchus_platyrhynchos"
29639	1	"Platyrinchus_coronatus"
29639	1	"Onychorhynchus_coronatus"
29639	1	"Myiobius_barbatus"
29639	1	"Myiobius_atricaudus"
29639	1	"Terenotriccus_erythrurus"
29640	1	"Colonia_colonus"
29640	1	"Sublegatus_obscurior"
29640	1	"Lathrotriccus_euleri"
29640	1	"Cnemotriccus_fuscatus"
29640	1	"Ramphotrigon_ruficauda"
29640	1	"Attila_spadiceus"
29640	1	"Attila_cinnamomeus"
29640	1	"Rhytipterna_simplex"
29640	1	"Myiarchus_ferox"
29640	1	"Myiarchus_tuberculifer"
29640	1	"Myiarchus_swainsoni"
29640	1	"Myiarchus_tyrannulus"
29640	1	"Legatus_leucophaius"
29640	1	"Myiozetetes_similis"
29640	1	"Myiozetetes_cayanensis"
29640	1	"Philohydor_lictor"
29640	1	"Pitangus_sulphuratus"
29640	1	"Myiodynastes_maculatus"
29640	1	"Conopias_parvus"
29640	1	"Megarynchus_pitangua"
29640	1	"Tyrannopsis_sulphurea"
29640	1	"Empidonomus_varius"
29640	1	"Tyrannus_melancholicus"
29640	1	"Myiopagis_gaimardii"
29640	1	"Tyrannulus_elatus"
29640	1	"Elaenia_flavogaster"
29640	1	"Elaenia_chiriquensis"
29640	1	"Elaenia_cristata"
29640	1	"Phaeomyias_murina"
29640	1	"Capsiempis_flaveola"
29640	1	"Phyllomyias_griseiceps"
29640	1	"Zimmerius_gracilipes"
29640	1	"Inezia_caudata"
29640	1	"Ornithion_inerme"
29640	1	"Camptostoma_obsoletum"
29640	1	"Piprites_chloris"
29640	1	"Corythopis_torquatus"
29640	1	"Mionectes_macconnelli"
29640	1	"Mionectes_oleagineus"
29640	1	"Tolmomyias_sulphurescens"
29640	1	"Tolmomyias_assimilis"
29640	1	"Tolmomyias_poliocephalus"
29640	1	"Rhynchocyclus_olivaceus"
29640	1	"Todirostrum_cinereum"
29640	1	"Todirostrum_pictum"
29640	1	"Myiornis_ecaudatus"
29640	1	"Lophotriccus_galeatus"
29640	1	"Neopipo_cinnamomea"
29640	1	"Platyrinchus_saturatus"
29640	1	"Platyrinchus_platyrhynchos"
29640	1	"Platyrinchus_coronatus"
29640	1	"Onychorhynchus_coronatus"
29640	1	"Myiobius_barbatus"
29640	1	"Terenotriccus_erythrurus"
29641	1	"Colonia_colonus"
29641	1	"Sublegatus_obscurior"
29641	1	"Sublegatus_arenarum"
29641	1	"Cnemotriccus_fuscatus"
29641	1	"Ramphotrigon_ruficauda"
29641	1	"Attila_spadiceus"
29641	1	"Attila_cinnamomeus"
29641	1	"Rhytipterna_simplex"
29641	1	"Myiarchus_ferox"
29641	1	"Myiarchus_tuberculifer"
29641	1	"Myiarchus_swainsoni"
29641	1	"Myiarchus_tyrannulus"
29641	1	"Legatus_leucophaius"
29641	1	"Myiozetetes_cayanensis"
29641	1	"Philohydor_lictor"
29641	1	"Pitangus_sulphuratus"
29641	1	"Myiodynastes_maculatus"
29641	1	"Conopias_parvus"
29641	1	"Megarynchus_pitangua"
29641	1	"Tyrannopsis_sulphurea"
29641	1	"Empidonomus_varius"
29641	1	"Tyrannus_dominicensis"
29641	1	"Tyrannus_melancholicus"
29641	1	"Myiopagis_gaimardii"
29641	1	"Tyrannulus_elatus"
29641	1	"Elaenia_flavogaster"
29641	1	"Elaenia_chiriquensis"
29641	1	"Elaenia_cristata"
29641	1	"Phaeomyias_murina"
29641	1	"Capsiempis_flaveola"
29641	1	"Zimmerius_gracilipes"
29641	1	"Inezia_caudata"
29641	1	"Ornithion_inerme"
29641	1	"Camptostoma_obsoletum"
29641	1	"Piprites_chloris"
29641	1	"Corythopis_torquatus"
29641	1	"Mionectes_oleagineus"
29641	1	"Tolmomyias_sulphurescens"
29641	1	"Tolmomyias_flaviventris"
29641	1	"Tolmomyias_assimilis"
29641	1	"Tolmomyias_poliocephalus"
29641	1	"Rhynchocyclus_olivaceus"
29641	1	"Todirostrum_cinereum"
29641	1	"Todirostrum_maculatum"
29641	1	"Todirostrum_pictum"
29641	1	"Myiornis_ecaudatus"
29641	1	"Lophotriccus_galeatus"
29641	1	"Neopipo_cinnamomea"
29641	1	"Platyrinchus_saturatus"
29641	1	"Platyrinchus_mystaceus"
29641	1	"Platyrinchus_platyrhynchos"
29641	1	"Platyrinchus_coronatus"
29641	1	"Onychorhynchus_coronatus"
29641	1	"Myiobius_barbatus"
29641	1	"Terenotriccus_erythrurus"
29642	1	"Fluvicola_pica"
29642	1	"Arundinicola_leucocephala"
29642	1	"Colonia_colonus"
29642	1	"Sublegatus_obscurior"
29642	1	"Sublegatus_arenarum"
29642	1	"Cnemotriccus_fuscatus"
29642	1	"Contopus_cinereus"
29642	1	"Ramphotrigon_ruficauda"
29642	1	"Attila_spadiceus"
29642	1	"Attila_cinnamomeus"
29642	1	"Rhytipterna_simplex"
29642	1	"Myiarchus_ferox"
29642	1	"Myiarchus_tuberculifer"
29642	1	"Myiarchus_swainsoni"
29642	1	"Myiarchus_tyrannulus"
29642	1	"Legatus_leucophaius"
29642	1	"Myiozetetes_cayanensis"
29642	1	"Philohydor_lictor"
29642	1	"Pitangus_sulphuratus"
29642	1	"Myiodynastes_maculatus"
29642	1	"Conopias_parvus"
29642	1	"Megarynchus_pitangua"
29642	1	"Tyrannopsis_sulphurea"
29642	1	"Empidonomus_varius"
29642	1	"Tyrannus_dominicensis"
29642	1	"Tyrannus_melancholicus"
29642	1	"Myiopagis_gaimardii"
29642	1	"Tyrannulus_elatus"
29642	1	"Elaenia_flavogaster"
29642	1	"Elaenia_chiriquensis"
29642	1	"Elaenia_cristata"
29642	1	"Phaeomyias_murina"
29642	1	"Capsiempis_flaveola"
29642	1	"Zimmerius_gracilipes"
29642	1	"Inezia_caudata"
29642	1	"Ornithion_inerme"
29642	1	"Camptostoma_obsoletum"
29642	1	"Piprites_chloris"
29642	1	"Corythopis_torquatus"
29642	1	"Phylloscartes_virescens"
29642	1	"Mionectes_oleagineus"
29642	1	"Tolmomyias_sulphurescens"
29642	1	"Tolmomyias_flaviventris"
29642	1	"Tolmomyias_assimilis"
29642	1	"Tolmomyias_poliocephalus"
29642	1	"Rhynchocyclus_olivaceus"
29642	1	"Todirostrum_cinereum"
29642	1	"Todirostrum_maculatum"
29642	1	"Todirostrum_pictum"
29642	1	"Myiornis_ecaudatus"
29642	1	"Hemitriccus_josephinae"
29642	1	"Lophotriccus_galeatus"
29642	1	"Neopipo_cinnamomea"
29642	1	"Platyrinchus_saturatus"
29642	1	"Platyrinchus_platyrhynchos"
29642	1	"Platyrinchus_coronatus"
29642	1	"Onychorhynchus_coronatus"
29642	1	"Myiobius_barbatus"
29983	1	"Colonia_colonus"
29983	1	"Mitrephanes_phaeocercus"
29983	1	"Contopus_cinereus"
29983	1	"Attila_spadiceus"
29983	1	"Rhytipterna_holerythra"
29983	1	"Sirystes_sibilator"
29983	1	"Myiarchus_panamensis"
29983	1	"Myiarchus_tuberculifer"
29983	1	"Legatus_leucophaius"
29983	1	"Myiozetetes_cayanensis"
29983	1	"Myiozetetes_granadensis"
29983	1	"Myiodynastes_luteiventris"
29983	1	"Myiodynastes_maculatus"
29983	1	"Conopias_albovittatus"
29983	1	"Tyrannus_dominicensis"
29983	1	"Tyrannus_melancholicus"
29983	1	"Myiopagis_viridicata"
29983	1	"Myiopagis_caniceps"
29983	1	"Tyrannulus_elatus"
29983	1	"Elaenia_flavogaster"
29983	1	"Ornithion_brunneicapillus"
29983	1	"Mionectes_olivaceus"
29983	1	"Mionectes_oleagineus"
29983	1	"Tolmomyias_sulphurescens"
29983	1	"Tolmomyias_assimilis"
29983	1	"Rhynchocyclus_olivaceus"
29983	1	"Rhynchocyclus_pacificus"
29983	1	"Cnipodectes_subbrunneus"
29983	1	"Todirostrum_cinereum"
29983	1	"Todirostrum_nigriceps"
29983	1	"Myiornis_atricapillus"
29983	1	"Oncostoma_olivaceum"
29983	1	"Platyrinchus_mystaceus"
29983	1	"Myiobius_barbatus"
29983	1	"Myiobius_atricaudus"
29983	1	"Terenotriccus_erythrurus"
29984	1	"Fluvicola_pica"
29984	1	"Colonia_colonus"
29984	1	"Ochthoeca_fumicolor"
29984	1	"Ochthoeca_rufipectoralis"
29984	1	"Ochthoeca_cinnamomeiventris"
29984	1	"Ochthoeca_frontalis"
29984	1	"Myiophobus_fasciatus"
29984	1	"Sayornis_nigricans"
29984	1	"Mitrephanes_phaeocercus"
29984	1	"Contopus_fumigatus"
29984	1	"Myiotheretes_fumigatus"
29984	1	"Myiotheretes_striaticollis"
29984	1	"Attila_spadiceus"
29984	1	"Rhytipterna_holerythra"
29984	1	"Sirystes_sibilator"
29984	1	"Myiarchus_panamensis"
29984	1	"Myiarchus_tuberculifer"
29984	1	"Myiarchus_cephalotes"
29984	1	"Legatus_leucophaius"
29984	1	"Myiozetetes_cayanensis"
29984	1	"Myiozetetes_granadensis"
29984	1	"Myiodynastes_luteiventris"
29984	1	"Myiodynastes_maculatus"
29984	1	"Myiodynastes_chrysocephalus"
29984	1	"Conopias_albovittatus"
29984	1	"Conopias_cinchoneti"
29984	1	"Tyrannus_savana"
29984	1	"Tyrannus_dominicensis"
29984	1	"Tyrannus_melancholicus"
29984	1	"Myiopagis_viridicata"
29984	1	"Myiopagis_caniceps"
29984	1	"Tyrannulus_elatus"
29984	1	"Elaenia_flavogaster"
29984	1	"Mecocerculus_leucophrys"
29984	1	"Serpophaga_cinerea"
29984	1	"Zimmerius_chrysops"
29984	1	"Ornithion_brunneicapillus"
29984	1	"Camptostoma_obsoletum"
29984	1	"Pyrrhomyias_cinnamomeus"
29984	1	"Pseudotriccus_pelzelni"
29984	1	"Mionectes_olivaceus"
29984	1	"Leptopogon_superciliaris"
29984	1	"Tolmomyias_sulphurescens"
29984	1	"Tolmomyias_assimilis"
29984	1	"Rhynchocyclus_olivaceus"
29984	1	"Rhynchocyclus_pacificus"
29984	1	"Rhynchocyclus_fulvipectus"
29984	1	"Cnipodectes_subbrunneus"
29984	1	"Poecilotriccus_ruficeps"
29984	1	"Todirostrum_cinereum"
29984	1	"Todirostrum_nigriceps"
29984	1	"Myiornis_atricapillus"
29984	1	"Hemitriccus_granadensis"
29984	1	"Oncostoma_olivaceum"
29984	1	"Lophotriccus_pileatus"
29984	1	"Platyrinchus_mystaceus"
29984	1	"Myiobius_barbatus"
29984	1	"Myiobius_atricaudus"
29984	1	"Myiobius_villosus"
29984	1	"Terenotriccus_erythrurus"
29985	1	"Arundinicola_leucocephala"
29985	1	"Colonia_colonus"
29985	1	"Ochthoeca_fumicolor"
29985	1	"Ochthoeca_rufipectoralis"
29985	1	"Ochthoeca_cinnamomeiventris"
29985	1	"Ochthoeca_diadema"
29985	1	"Myiophobus_fasciatus"
29985	1	"Cnemotriccus_fuscatus"
29985	1	"Sayornis_nigricans"
29985	1	"Contopus_fumigatus"
29985	1	"Myiotheretes_fumigatus"
29985	1	"Myiotheretes_striaticollis"
29985	1	"Knipolegus_poecilurus"
29985	1	"Attila_spadiceus"
29985	1	"Myiarchus_panamensis"
29985	1	"Myiarchus_tuberculifer"
29985	1	"Myiarchus_cephalotes"
29985	1	"Legatus_leucophaius"
29985	1	"Myiozetetes_similis"
29985	1	"Myiozetetes_cayanensis"
29985	1	"Myiozetetes_granadensis"
29985	1	"Philohydor_lictor"
29985	1	"Pitangus_sulphuratus"
29985	1	"Myiodynastes_luteiventris"
29985	1	"Myiodynastes_maculatus"
29985	1	"Myiodynastes_chrysocephalus"
29985	1	"Conopias_cinchoneti"
29985	1	"Megarynchus_pitangua"
29985	1	"Tyrannus_savana"
29985	1	"Tyrannus_dominicensis"
29985	1	"Tyrannus_melancholicus"
29985	1	"Myiopagis_viridicata"
29985	1	"Tyrannulus_elatus"
29985	1	"Elaenia_flavogaster"
29985	1	"Elaenia_frantzii"
29985	1	"Mecocerculus_leucophrys"
29985	1	"Serpophaga_cinerea"
29985	1	"Capsiempis_flaveola"
29985	1	"Phyllomyias_nigrocapillus"
29985	1	"Phyllomyias_cinereiceps"
29985	1	"Zimmerius_chrysops"
29985	1	"Ornithion_brunneicapillus"
29985	1	"Camptostoma_obsoletum"
29985	1	"Mecocerculus_stictopterus"
29985	1	"Pyrrhomyias_cinnamomeus"
29985	1	"Piprites_chloris"
29985	1	"Pseudotriccus_pelzelni"
29985	1	"Pogonotriccus_poecilotis"
29985	1	"Mionectes_olivaceus"
29985	1	"Mionectes_oleagineus"
29985	1	"Mionectes_striaticollis"
29985	1	"Leptopogon_rufipectus"
29985	1	"Leptopogon_amaurocephalus"
29985	1	"Leptopogon_superciliaris"
29985	1	"Tolmomyias_assimilis"
29985	1	"Rhynchocyclus_olivaceus"
29985	1	"Rhynchocyclus_fulvipectus"
29985	1	"Poecilotriccus_ruficeps"
29985	1	"Poecilotriccus_sylvia"
29985	1	"Todirostrum_cinereum"
29985	1	"Myiornis_atricapillus"
29985	1	"Hemitriccus_granadensis"
29985	1	"Oncostoma_olivaceum"
29985	1	"Lophotriccus_pileatus"
29985	1	"Platyrinchus_mystaceus"
29985	1	"Onychorhynchus_coronatus"
29985	1	"Myiobius_barbatus"
29985	1	"Myiobius_atricaudus"
29985	1	"Terenotriccus_erythrurus"
29986	1	"Pyrocephalus_rubinus"
29986	1	"Fluvicola_pica"
29986	1	"Arundinicola_leucocephala"
29986	1	"Colonia_colonus"
29986	1	"Sublegatus_arenarum"
29986	1	"Myiophobus_fasciatus"
29986	1	"Cnemotriccus_fuscatus"
29986	1	"Attila_spadiceus"
29986	1	"Rhytipterna_holerythra"
29986	1	"Machetornis_rixosa"
29986	1	"Myiarchus_panamensis"
29986	1	"Myiarchus_tuberculifer"
29986	1	"Myiarchus_cephalotes"
29986	1	"Legatus_leucophaius"
29986	1	"Myiozetetes_similis"
29986	1	"Myiozetetes_cayanensis"
29986	1	"Myiozetetes_granadensis"
29986	1	"Philohydor_lictor"
29986	1	"Pitangus_sulphuratus"
29986	1	"Myiodynastes_luteiventris"
29986	1	"Myiodynastes_maculatus"
29986	1	"Megarynchus_pitangua"
29986	1	"Tyrannus_savana"
29986	1	"Tyrannus_dominicensis"
29986	1	"Tyrannus_melancholicus"
29986	1	"Myiopagis_viridicata"
29986	1	"Tyrannulus_elatus"
29986	1	"Elaenia_flavogaster"
29986	1	"Elaenia_chiriquensis"
29986	1	"Capsiempis_flaveola"
29986	1	"Phyllomyias_nigrocapillus"
29986	1	"Phyllomyias_griseiceps"
29986	1	"Zimmerius_chrysops"
29986	1	"Euscarthmus_meloryphus"
29986	1	"Ornithion_brunneicapillus"
29986	1	"Camptostoma_obsoletum"
29986	1	"Mecocerculus_stictopterus"
29986	1	"Piprites_chloris"
29986	1	"Pogonotriccus_lanyoni"
29986	1	"Mionectes_olivaceus"
29986	1	"Mionectes_oleagineus"
29986	1	"Leptopogon_amaurocephalus"
29986	1	"Tolmomyias_sulphurescens"
29986	1	"Rhynchocyclus_olivaceus"
29986	1	"Poecilotriccus_sylvia"
29986	1	"Todirostrum_cinereum"
29986	1	"Todirostrum_nigriceps"
29986	1	"Hemitriccus_margaritaceiventer"
29986	1	"Oncostoma_olivaceum"
29986	1	"Lophotriccus_pileatus"
29986	1	"Atalotriccus_pilaris"
29986	1	"Platyrinchus_mystaceus"
29986	1	"Onychorhynchus_coronatus"
29986	1	"Myiobius_barbatus"
29986	1	"Myiobius_atricaudus"
29986	1	"Terenotriccus_erythrurus"
29987	1	"Pyrocephalus_rubinus"
29987	1	"Fluvicola_pica"
29987	1	"Arundinicola_leucocephala"
29987	1	"Colonia_colonus"
29987	1	"Sublegatus_arenarum"
29987	1	"Ochthoeca_diadema"
29987	1	"Myiophobus_fasciatus"
29987	1	"Cnemotriccus_fuscatus"
29987	1	"Sayornis_nigricans"
29987	1	"Contopus_fumigatus"
29987	1	"Contopus_cinereus"
29987	1	"Attila_spadiceus"
29987	1	"Rhytipterna_holerythra"
29987	1	"Machetornis_rixosa"
29987	1	"Myiarchus_apicalis"
29987	1	"Myiarchus_panamensis"
29987	1	"Myiarchus_tuberculifer"
29987	1	"Legatus_leucophaius"
29987	1	"Myiozetetes_cayanensis"
29987	1	"Philohydor_lictor"
29987	1	"Myiodynastes_maculatus"
29987	1	"Megarynchus_pitangua"
29987	1	"Tyrannus_savana"
29987	1	"Tyrannus_dominicensis"
29987	1	"Tyrannus_melancholicus"
29987	1	"Myiopagis_viridicata"
29987	1	"Tyrannulus_elatus"
29987	1	"Elaenia_flavogaster"
29987	1	"Elaenia_frantzii"
29987	1	"Elaenia_chiriquensis"
29987	1	"Mecocerculus_leucophrys"
29987	1	"Serpophaga_cinerea"
29987	1	"Phaeomyias_murina"
29987	1	"Capsiempis_flaveola"
29987	1	"Phyllomyias_cinereiceps"
29987	1	"Phyllomyias_griseiceps"
29987	1	"Zimmerius_chrysops"
29987	1	"Euscarthmus_meloryphus"
29987	1	"Ornithion_brunneicapillus"
29987	1	"Camptostoma_obsoletum"
29987	1	"Piprites_chloris"
29987	1	"Mionectes_olivaceus"
29987	1	"Mionectes_oleagineus"
29987	1	"Leptopogon_amaurocephalus"
29987	1	"Leptopogon_superciliaris"
29987	1	"Tolmomyias_sulphurescens"
29987	1	"Rhynchocyclus_olivaceus"
29987	1	"Poecilotriccus_ruficeps"
29987	1	"Poecilotriccus_sylvia"
29987	1	"Todirostrum_cinereum"
29987	1	"Todirostrum_nigriceps"
29987	1	"Hemitriccus_margaritaceiventer"
29987	1	"Oncostoma_olivaceum"
29987	1	"Atalotriccus_pilaris"
29987	1	"Onychorhynchus_coronatus"
29987	1	"Myiobius_barbatus"
29987	1	"Myiobius_atricaudus"
29987	1	"Terenotriccus_erythrurus"
29988	1	"Pyrocephalus_rubinus"
29988	1	"Fluvicola_pica"
29988	1	"Arundinicola_leucocephala"
29988	1	"Sublegatus_arenarum"
29988	1	"Ochthoeca_fumicolor"
29988	1	"Ochthoeca_rufipectoralis"
29988	1	"Ochthoeca_cinnamomeiventris"
29988	1	"Myiophobus_flavicans"
29988	1	"Myiophobus_fasciatus"
29988	1	"Lathrotriccus_euleri"
29988	1	"Cnemotriccus_fuscatus"
29988	1	"Sayornis_nigricans"
29988	1	"Contopus_fumigatus"
29988	1	"Contopus_cinereus"
29988	1	"Cnemarchus_erythropygius"
29988	1	"Myiotheretes_fumigatus"
29988	1	"Muscisaxicola_alpinus"
29988	1	"Knipolegus_poecilurus"
29988	1	"Knipolegus_poecilocercus"
29988	1	"Ramphotrigon_megacephalum"
29988	1	"Sirystes_sibilator"
29988	1	"Machetornis_rixosa"
29988	1	"Myiarchus_ferox"
29988	1	"Myiarchus_apicalis"
29988	1	"Myiarchus_panamensis"
29988	1	"Myiarchus_tuberculifer"
29988	1	"Myiarchus_tyrannulus"
29988	1	"Legatus_leucophaius"
29988	1	"Myiozetetes_similis"
29988	1	"Myiozetetes_cayanensis"
29988	1	"Philohydor_lictor"
29988	1	"Pitangus_sulphuratus"
29988	1	"Myiodynastes_chrysocephalus"
29988	1	"Megarynchus_pitangua"
29988	1	"Tyrannus_dominicensis"
29988	1	"Tyrannus_melancholicus"
29988	1	"Myiopagis_gaimardii"
29988	1	"Myiopagis_viridicata"
29988	1	"Tyrannulus_elatus"
29988	1	"Elaenia_flavogaster"
29988	1	"Elaenia_frantzii"
29988	1	"Elaenia_chiriquensis"
29988	1	"Mecocerculus_leucophrys"
29988	1	"Polystictus_pectoralis"
29988	1	"Serpophaga_cinerea"
29988	1	"Phaeomyias_murina"
29988	1	"Capsiempis_flaveola"
29988	1	"Phyllomyias_nigrocapillus"
29988	1	"Zimmerius_chrysops"
29988	1	"Mecocerculus_poecilocercus"
29988	1	"Mecocerculus_stictopterus"
29988	1	"Mecocerculus_minor"
29988	1	"Pyrrhomyias_cinnamomeus"
29988	1	"Hirundinea_ferruginea"
29988	1	"Piprites_chloris"
29988	1	"Pogonotriccus_poecilotis"
29988	1	"Mionectes_olivaceus"
29988	1	"Mionectes_oleagineus"
29988	1	"Leptopogon_amaurocephalus"
29988	1	"Leptopogon_superciliaris"
29988	1	"Tolmomyias_sulphurescens"
29988	1	"Tolmomyias_flaviventris"
29988	1	"Rhynchocyclus_olivaceus"
29988	1	"Poecilotriccus_ruficeps"
29988	1	"Poecilotriccus_sylvia"
29988	1	"Todirostrum_cinereum"
29988	1	"Todirostrum_nigriceps"
29988	1	"Myiornis_ecaudatus"
29988	1	"Hemitriccus_margaritaceiventer"
29988	1	"Hemitriccus_granadensis"
29988	1	"Oncostoma_olivaceum"
29988	1	"Atalotriccus_pilaris"
29988	1	"Platyrinchus_mystaceus"
29988	1	"Onychorhynchus_coronatus"
29988	1	"Myiobius_barbatus"
29988	1	"Myiobius_villosus"
29988	1	"Terenotriccus_erythrurus"
29989	1	"Pyrocephalus_rubinus"
29989	1	"Fluvicola_pica"
29989	1	"Arundinicola_leucocephala"
29989	1	"Sublegatus_arenarum"
29989	1	"Ochthoeca_fumicolor"
29989	1	"Ochthoeca_cinnamomeiventris"
29989	1	"Myiophobus_fasciatus"
29989	1	"Lathrotriccus_euleri"
29989	1	"Cnemotriccus_fuscatus"
29989	1	"Contopus_cinereus"
29989	1	"Knipolegus_poecilocercus"
29989	1	"Ramphotrigon_megacephalum"
29989	1	"Sirystes_sibilator"
29989	1	"Machetornis_rixosa"
29989	1	"Myiarchus_ferox"
29989	1	"Myiarchus_tuberculifer"
29989	1	"Myiarchus_tyrannulus"
29989	1	"Legatus_leucophaius"
29989	1	"Myiozetetes_similis"
29989	1	"Myiozetetes_cayanensis"
29989	1	"Philohydor_lictor"
29989	1	"Pitangus_sulphuratus"
29989	1	"Myiodynastes_maculatus"
29989	1	"Megarynchus_pitangua"
29989	1	"Empidonomus_varius"
29989	1	"Tyrannus_savana"
29989	1	"Tyrannus_dominicensis"
29989	1	"Tyrannus_melancholicus"
29989	1	"Myiopagis_gaimardii"
29989	1	"Tyrannulus_elatus"
29989	1	"Elaenia_flavogaster"
29989	1	"Elaenia_frantzii"
29989	1	"Elaenia_chiriquensis"
29989	1	"Polystictus_pectoralis"
29989	1	"Serpophaga_cinerea"
29989	1	"Phaeomyias_murina"
29989	1	"Capsiempis_flaveola"
29989	1	"Zimmerius_chrysops"
29989	1	"Camptostoma_obsoletum"
29989	1	"Mecocerculus_poecilocercus"
29989	1	"Piprites_chloris"
29989	1	"Mionectes_oleagineus"
29989	1	"Leptopogon_amaurocephalus"
29989	1	"Tolmomyias_sulphurescens"
29989	1	"Tolmomyias_flaviventris"
29989	1	"Rhynchocyclus_olivaceus"
29989	1	"Poecilotriccus_sylvia"
29989	1	"Todirostrum_cinereum"
29989	1	"Todirostrum_nigriceps"
29989	1	"Myiornis_ecaudatus"
29989	1	"Atalotriccus_pilaris"
29989	1	"Platyrinchus_mystaceus"
29989	1	"Onychorhynchus_coronatus"
29989	1	"Terenotriccus_erythrurus"
29990	1	"Pyrocephalus_rubinus"
29990	1	"Fluvicola_pica"
29990	1	"Arundinicola_leucocephala"
29990	1	"Myiophobus_fasciatus"
29990	1	"Cnemotriccus_fuscatus"
29990	1	"Satrapa_icterophrys"
29990	1	"Knipolegus_poecilocercus"
29990	1	"Sirystes_sibilator"
29990	1	"Machetornis_rixosa"
29990	1	"Myiarchus_ferox"
29990	1	"Myiarchus_tuberculifer"
29990	1	"Myiarchus_tyrannulus"
29990	1	"Legatus_leucophaius"
29990	1	"Myiozetetes_similis"
29990	1	"Myiozetetes_cayanensis"
29990	1	"Philohydor_lictor"
29990	1	"Pitangus_sulphuratus"
29990	1	"Myiodynastes_maculatus"
29990	1	"Megarynchus_pitangua"
29990	1	"Empidonomus_varius"
29990	1	"Tyrannus_savana"
29990	1	"Tyrannus_dominicensis"
29990	1	"Tyrannus_melancholicus"
29990	1	"Myiopagis_gaimardii"
29990	1	"Tyrannulus_elatus"
29990	1	"Elaenia_flavogaster"
29990	1	"Elaenia_chiriquensis"
29990	1	"Polystictus_pectoralis"
29990	1	"Phaeomyias_murina"
29990	1	"Camptostoma_obsoletum"
29990	1	"Mionectes_oleagineus"
29990	1	"Leptopogon_amaurocephalus"
29990	1	"Tolmomyias_sulphurescens"
29990	1	"Tolmomyias_flaviventris"
29990	1	"Rhynchocyclus_olivaceus"
29990	1	"Poecilotriccus_sylvia"
29990	1	"Todirostrum_cinereum"
29990	1	"Atalotriccus_pilaris"
29991	1	"Pyrocephalus_rubinus"
29991	1	"Fluvicola_pica"
29991	1	"Arundinicola_leucocephala"
29991	1	"Myiophobus_fasciatus"
29991	1	"Cnemotriccus_fuscatus"
29991	1	"Satrapa_icterophrys"
29991	1	"Knipolegus_orenocensis"
29991	1	"Knipolegus_poecilocercus"
29991	1	"Machetornis_rixosa"
29991	1	"Myiarchus_ferox"
29991	1	"Myiarchus_tuberculifer"
29991	1	"Myiarchus_tyrannulus"
29991	1	"Myiozetetes_similis"
29991	1	"Myiozetetes_cayanensis"
29991	1	"Philohydor_lictor"
29991	1	"Pitangus_sulphuratus"
29991	1	"Myiodynastes_maculatus"
29991	1	"Megarynchus_pitangua"
29991	1	"Tyrannus_savana"
29991	1	"Tyrannus_dominicensis"
29991	1	"Tyrannus_melancholicus"
29991	1	"Myiopagis_gaimardii"
29991	1	"Elaenia_flavogaster"
29991	1	"Elaenia_chiriquensis"
29991	1	"Elaenia_cristata"
29991	1	"Polystictus_pectoralis"
29991	1	"Serpophaga_hypoleuca"
29991	1	"Phaeomyias_murina"
29991	1	"Capsiempis_flaveola"
29991	1	"Inezia_caudata"
29991	1	"Camptostoma_obsoletum"
29991	1	"Tolmomyias_sulphurescens"
29991	1	"Tolmomyias_flaviventris"
29991	1	"Poecilotriccus_sylvia"
29991	1	"Todirostrum_cinereum"
29991	1	"Hemitriccus_margaritaceiventer"
29991	1	"Atalotriccus_pilaris"
29992	1	"Pyrocephalus_rubinus"
29992	1	"Fluvicola_pica"
29992	1	"Arundinicola_leucocephala"
29992	1	"Sublegatus_obscurior"
29992	1	"Cnemotriccus_fuscatus"
29992	1	"Ochthornis_littoralis"
29992	1	"Satrapa_icterophrys"
29992	1	"Knipolegus_orenocensis"
29992	1	"Knipolegus_poecilocercus"
29992	1	"Machetornis_rixosa"
29992	1	"Myiarchus_ferox"
29992	1	"Myiarchus_tuberculifer"
29992	1	"Myiarchus_tyrannulus"
29992	1	"Myiozetetes_similis"
29992	1	"Myiozetetes_cayanensis"
29992	1	"Phelpsia_inornata"
29992	1	"Philohydor_lictor"
29992	1	"Pitangus_sulphuratus"
29992	1	"Myiodynastes_maculatus"
29992	1	"Megarynchus_pitangua"
